date_hour,ENTITY_DESCRIPTION_SHORT,pred_wait_time
2022-03-03 21:00:00,Crazy Dance,5.004460047410088
2022-03-04 09:00:00,Crazy Dance,4.969409629739938
2022-03-04 10:00:00,Crazy Dance,5.004460047410088
2022-03-04 11:00:00,Crazy Dance,5.004460047410088
2022-03-04 12:00:00,Crazy Dance,5.004460047410088
2022-03-04 13:00:00,Crazy Dance,5.004460047410088
2022-03-04 14:00:00,Crazy Dance,5.004460047410088
2022-03-04 15:00:00,Crazy Dance,5.004460047410088
2022-03-04 16:00:00,Crazy Dance,5.004460047410088
2022-03-04 17:00:00,Crazy Dance,5.004460047410088
2022-03-04 18:00:00,Crazy Dance,5.004460047410088
2022-03-04 19:00:00,Crazy Dance,5.004460047410088
2022-03-04 20:00:00,Crazy Dance,5.004460047410088
2022-03-04 21:00:00,Crazy Dance,5.004460047410088
2022-03-05 09:00:00,Crazy Dance,4.969409629739938
2022-03-05 10:00:00,Crazy Dance,5.004460047410088
2022-03-05 11:00:00,Crazy Dance,5.004460047410088
2022-03-05 12:00:00,Crazy Dance,5.004460047410088
2022-03-05 13:00:00,Crazy Dance,5.004460047410088
2022-03-05 14:00:00,Crazy Dance,5.004460047410088
2022-03-05 15:00:00,Crazy Dance,5.004460047410088
2022-03-05 16:00:00,Crazy Dance,5.004460047410088
2022-03-05 17:00:00,Crazy Dance,5.004460047410088
2022-03-05 18:00:00,Crazy Dance,5.004460047410088
2022-03-05 19:00:00,Crazy Dance,5.004460047410088
2022-03-05 20:00:00,Crazy Dance,5.004460047410088
2022-03-05 21:00:00,Crazy Dance,5.004460047410088
2022-03-06 09:00:00,Crazy Dance,4.969409629739938
2022-03-06 10:00:00,Crazy Dance,5.004460047410088
2022-03-06 11:00:00,Crazy Dance,5.004460047410088
2022-03-06 12:00:00,Crazy Dance,5.004460047410088
2022-03-06 13:00:00,Crazy Dance,5.004460047410088
2022-03-06 14:00:00,Crazy Dance,5.004460047410088
2022-03-06 15:00:00,Crazy Dance,5.004460047410088
2022-03-06 16:00:00,Crazy Dance,5.004460047410088
2022-03-06 17:00:00,Crazy Dance,5.004460047410088
2022-03-06 18:00:00,Crazy Dance,5.004460047410088
2022-03-06 19:00:00,Crazy Dance,5.004460047410088
2022-03-06 20:00:00,Crazy Dance,5.004460047410088
2022-03-06 21:00:00,Crazy Dance,5.004460047410088
2022-03-07 09:00:00,Crazy Dance,4.969409629739938
2022-03-07 10:00:00,Crazy Dance,5.004460047410088
2022-03-07 11:00:00,Crazy Dance,5.004460047410088
2022-03-07 12:00:00,Crazy Dance,5.004460047410088
2022-03-07 13:00:00,Crazy Dance,5.004460047410088
2022-03-07 14:00:00,Crazy Dance,5.004460047410088
2022-03-07 15:00:00,Crazy Dance,5.004460047410088
2022-03-07 16:00:00,Crazy Dance,5.004460047410088
2022-03-07 17:00:00,Crazy Dance,5.004460047410088
2022-03-07 18:00:00,Crazy Dance,5.004460047410088
2022-03-07 19:00:00,Crazy Dance,5.004460047410088
2022-03-07 20:00:00,Crazy Dance,5.004460047410088
2022-03-07 21:00:00,Crazy Dance,5.004460047410088
2022-03-08 09:00:00,Crazy Dance,4.969409629739938
2022-03-08 10:00:00,Crazy Dance,5.004460047410088
2022-03-08 11:00:00,Crazy Dance,5.004460047410088
2022-03-08 12:00:00,Crazy Dance,5.004460047410088
2022-03-08 13:00:00,Crazy Dance,5.004460047410088
2022-03-08 14:00:00,Crazy Dance,5.004460047410088
2022-03-08 15:00:00,Crazy Dance,5.004460047410088
2022-03-08 16:00:00,Crazy Dance,5.004460047410088
2022-03-08 17:00:00,Crazy Dance,5.004460047410088
2022-03-08 18:00:00,Crazy Dance,5.004460047410088
2022-03-08 19:00:00,Crazy Dance,5.004460047410088
2022-03-08 20:00:00,Crazy Dance,5.004460047410088
2022-03-08 21:00:00,Crazy Dance,5.004460047410088
2022-03-09 09:00:00,Crazy Dance,4.969409629739938
2022-03-09 10:00:00,Crazy Dance,5.004460047410088
2022-03-09 11:00:00,Crazy Dance,5.004460047410088
2022-03-09 12:00:00,Crazy Dance,5.004460047410088
2022-03-09 13:00:00,Crazy Dance,5.004460047410088
2022-03-09 14:00:00,Crazy Dance,5.004460047410088
2022-03-09 15:00:00,Crazy Dance,5.004460047410088
2022-03-09 16:00:00,Crazy Dance,5.004460047410088
2022-03-09 17:00:00,Crazy Dance,5.004460047410088
2022-03-09 18:00:00,Crazy Dance,5.004460047410088
2022-03-09 19:00:00,Crazy Dance,5.004460047410088
2022-03-09 20:00:00,Crazy Dance,5.004460047410088
2022-03-09 21:00:00,Crazy Dance,5.004460047410088
2022-03-10 09:00:00,Crazy Dance,4.969409629739938
2022-03-10 10:00:00,Crazy Dance,5.004460047410088
2022-03-10 11:00:00,Crazy Dance,5.004460047410088
2022-03-10 12:00:00,Crazy Dance,5.004460047410088
2022-03-10 13:00:00,Crazy Dance,5.004460047410088
2022-03-10 14:00:00,Crazy Dance,5.004460047410088
2022-03-10 15:00:00,Crazy Dance,5.004460047410088
2022-03-10 16:00:00,Crazy Dance,5.004460047410088
2022-03-10 17:00:00,Crazy Dance,5.004460047410088
2022-03-10 18:00:00,Crazy Dance,5.004460047410088
2022-03-10 19:00:00,Crazy Dance,5.004460047410088
2022-03-10 20:00:00,Crazy Dance,5.004460047410088
