date_hour,ENTITY_DESCRIPTION_SHORT,pred_wait_time
2022-07-27 09:00:00,Giant Wheel,32.10301454308948
2022-07-27 10:00:00,Giant Wheel,48.645572567391234
2022-07-27 11:00:00,Giant Wheel,51.043739189750234
2022-07-27 12:00:00,Giant Wheel,51.0717432957797
2022-07-27 13:00:00,Giant Wheel,50.823640553672085
2022-07-27 14:00:00,Giant Wheel,50.61539572056513
2022-07-27 15:00:00,Giant Wheel,50.56405170961549
2022-07-27 16:00:00,Giant Wheel,50.778099355983215
2022-07-27 17:00:00,Giant Wheel,49.12956130624974
2022-07-27 18:00:00,Giant Wheel,50.213666656362854
2022-07-27 19:00:00,Giant Wheel,45.098559925299426
2022-07-27 20:00:00,Giant Wheel,39.04916202598318
2022-07-27 21:00:00,Giant Wheel,36.287194034129406
2022-07-27 22:00:00,Giant Wheel,31.196910448892325
2022-07-28 09:00:00,Giant Wheel,31.82753566078551
2022-07-28 10:00:00,Giant Wheel,49.30951854186459
2022-07-28 11:00:00,Giant Wheel,52.31116803967141
2022-07-28 12:00:00,Giant Wheel,51.41547857273106
2022-07-28 13:00:00,Giant Wheel,50.70662077143226
2022-07-28 14:00:00,Giant Wheel,50.49837593832531
2022-07-28 15:00:00,Giant Wheel,50.71128875314447
2022-07-28 16:00:00,Giant Wheel,51.27775887954567
2022-07-28 17:00:00,Giant Wheel,49.77334616719626
2022-07-28 18:00:00,Giant Wheel,50.635904328767964
2022-07-28 19:00:00,Giant Wheel,45.34032450851456
2022-07-28 20:00:00,Giant Wheel,39.078507306991675
2022-07-28 21:00:00,Giant Wheel,36.20664091571664
2022-07-28 22:00:00,Giant Wheel,31.344757903587556
2022-07-29 09:00:00,Giant Wheel,30.83471409985144
2022-07-29 10:00:00,Giant Wheel,48.108412732497406
2022-07-29 11:00:00,Giant Wheel,50.5444631667788
2022-07-29 12:00:00,Giant Wheel,50.91658727857991
2022-07-29 13:00:00,Giant Wheel,50.09502741071801
2022-07-29 14:00:00,Giant Wheel,50.342904071534754
2022-07-29 15:00:00,Giant Wheel,50.15152060116936
2022-07-29 16:00:00,Giant Wheel,50.54806002767365
2022-07-29 17:00:00,Giant Wheel,48.55212658280958
2022-07-29 18:00:00,Giant Wheel,50.08512550617078
2022-07-29 19:00:00,Giant Wheel,45.26641020816411
2022-07-29 20:00:00,Giant Wheel,38.795907349302794
2022-07-29 21:00:00,Giant Wheel,36.321752495644084
2022-07-29 22:00:00,Giant Wheel,31.90976125118478
2022-07-30 09:00:00,Giant Wheel,33.854461741948654
2022-07-30 10:00:00,Giant Wheel,52.40498605274244
2022-07-30 11:00:00,Giant Wheel,54.850432812648066
2022-07-30 12:00:00,Giant Wheel,54.65526191570686
2022-07-30 13:00:00,Giant Wheel,53.85625240090229
2022-07-30 14:00:00,Giant Wheel,53.69087914375448
2022-07-30 15:00:00,Giant Wheel,54.9982332365657
2022-07-30 16:00:00,Giant Wheel,55.32175455638386
2022-07-30 17:00:00,Giant Wheel,54.204332860432636
2022-07-30 18:00:00,Giant Wheel,54.10166486245592
2022-07-30 19:00:00,Giant Wheel,49.123387786573126
2022-07-30 20:00:00,Giant Wheel,42.74742041712209
2022-07-30 21:00:00,Giant Wheel,41.482787498892925
2022-07-30 22:00:00,Giant Wheel,36.17518644846952
2022-07-31 09:00:00,Giant Wheel,33.190734639302285
2022-07-31 10:00:00,Giant Wheel,47.77594406743439
2022-07-31 11:00:00,Giant Wheel,50.221390827340024
2022-07-31 12:00:00,Giant Wheel,50.159243219863725
2022-07-31 13:00:00,Giant Wheel,49.41214287996379
2022-07-31 14:00:00,Giant Wheel,49.300875861534834
2022-07-31 15:00:00,Giant Wheel,49.35452895965673
2022-07-31 16:00:00,Giant Wheel,49.8412200996668
2022-07-31 17:00:00,Giant Wheel,48.21852831584812
2022-07-31 18:00:00,Giant Wheel,48.67960372908762
2022-07-31 19:00:00,Giant Wheel,42.90241048898588
2022-07-31 20:00:00,Giant Wheel,36.908163062351804
2022-07-31 21:00:00,Giant Wheel,34.41876537413988
2022-07-31 22:00:00,Giant Wheel,30.44957693712107
2022-08-01 09:00:00,Giant Wheel,31.44549233682901
2022-08-01 10:00:00,Giant Wheel,48.158760848707345
2022-08-01 11:00:00,Giant Wheel,50.38800148133871
2022-08-01 12:00:00,Giant Wheel,50.15118219916418
2022-08-01 13:00:00,Giant Wheel,49.461600667106644
2022-08-01 14:00:00,Giant Wheel,49.534805653225156
2022-08-01 15:00:00,Giant Wheel,49.82749745443546
2022-08-01 16:00:00,Giant Wheel,50.31418859444552
2022-08-01 17:00:00,Giant Wheel,48.734368386585984
2022-08-01 18:00:00,Giant Wheel,49.85543965842083
2022-08-01 19:00:00,Giant Wheel,44.41962579937355
2022-08-01 20:00:00,Giant Wheel,38.153623012372485
2022-08-01 21:00:00,Giant Wheel,35.30758238465042
2022-08-01 22:00:00,Giant Wheel,30.754278747858233
2022-08-02 09:00:00,Giant Wheel,28.155612964636862
2022-08-02 10:00:00,Giant Wheel,43.738103115596616
2022-08-02 11:00:00,Giant Wheel,46.093398161996475
2022-08-02 12:00:00,Giant Wheel,46.03125055452017
2022-08-02 13:00:00,Giant Wheel,45.188922775864526
