date_hour,ENTITY_DESCRIPTION_SHORT,pred_wait_time
2022-07-26 22:00:00,Haunted House,14.10052482559043
2022-07-27 09:00:00,Haunted House,6.810196274575326
2022-07-27 10:00:00,Haunted House,18.35290684668872
2022-07-27 11:00:00,Haunted House,20.63906105845359
2022-07-27 12:00:00,Haunted House,23.75648937779894
2022-07-27 13:00:00,Haunted House,22.832689766241547
2022-07-27 14:00:00,Haunted House,23.084078952902534
2022-07-27 15:00:00,Haunted House,23.709592100780824
2022-07-27 16:00:00,Haunted House,22.129397691004762
2022-07-27 17:00:00,Haunted House,18.352412691227205
2022-07-27 18:00:00,Haunted House,21.454303804916915
2022-07-27 19:00:00,Haunted House,18.620834584745158
2022-07-27 20:00:00,Haunted House,15.26582161997037
2022-07-27 21:00:00,Haunted House,14.126978387793178
2022-07-27 22:00:00,Haunted House,19.42097819002927
2022-07-28 09:00:00,Haunted House,7.859152587903222
2022-07-28 10:00:00,Haunted House,18.967223453848696
2022-07-28 11:00:00,Haunted House,22.031241065007332
2022-07-28 12:00:00,Haunted House,23.490204392482994
2022-07-28 13:00:00,Haunted House,22.915252570886768
2022-07-28 14:00:00,Haunted House,23.07581971114197
2022-07-28 15:00:00,Haunted House,23.85875227112065
2022-07-28 16:00:00,Haunted House,22.436005612678628
2022-07-28 17:00:00,Haunted House,18.627707595920153
2022-07-28 18:00:00,Haunted House,21.424439094320412
2022-07-28 19:00:00,Haunted House,18.52193862340008
2022-07-28 20:00:00,Haunted House,15.25843038074709
2022-07-28 21:00:00,Haunted House,14.359218469814744
2022-07-28 22:00:00,Haunted House,19.080583510553517
2022-07-29 09:00:00,Haunted House,6.078495765917209
2022-07-29 10:00:00,Haunted House,17.00228466194829
2022-07-29 11:00:00,Haunted House,20.748242383269265
2022-07-29 12:00:00,Haunted House,22.779185562074137
2022-07-29 13:00:00,Haunted House,21.45215315346145
2022-07-29 14:00:00,Haunted House,21.790419730572026
2022-07-29 15:00:00,Haunted House,22.557082852210705
2022-07-29 16:00:00,Haunted House,21.09873494976616
2022-07-29 17:00:00,Haunted House,17.254056811233426
2022-07-29 18:00:00,Haunted House,20.038709054968376
2022-07-29 19:00:00,Haunted House,17.2151814188195
2022-07-29 20:00:00,Haunted House,14.468378627955685
2022-07-29 21:00:00,Haunted House,13.225619416205214
2022-07-29 22:00:00,Haunted House,18.748988566108245
2022-07-30 09:00:00,Haunted House,8.564920029899636
2022-07-30 10:00:00,Haunted House,20.912397056616566
2022-07-30 11:00:00,Haunted House,23.158059179131655
2022-07-30 12:00:00,Haunted House,25.90693563966093
2022-07-30 13:00:00,Haunted House,24.926267824155918
2022-07-30 14:00:00,Haunted House,25.32957170551526
2022-07-30 15:00:00,Haunted House,26.15021775264025
2022-07-30 16:00:00,Haunted House,25.69792221301391
2022-07-30 17:00:00,Haunted House,20.318109445370926
2022-07-30 18:00:00,Haunted House,23.26232997421922
2022-07-30 19:00:00,Haunted House,20.238807248108408
2022-07-30 20:00:00,Haunted House,17.474608116517423
2022-07-30 21:00:00,Haunted House,16.630454112992343
2022-07-30 22:00:00,Haunted House,23.428082775220712
2022-07-31 09:00:00,Haunted House,5.584173382419582
2022-07-31 10:00:00,Haunted House,16.578378686246175
2022-07-31 11:00:00,Haunted House,19.741373530818457
2022-07-31 12:00:00,Haunted House,21.62234926790228
2022-07-31 13:00:00,Haunted House,20.8584928758588
2022-07-31 14:00:00,Haunted House,21.118341022055294
2022-07-31 15:00:00,Haunted House,21.623759133388567
2022-07-31 16:00:00,Haunted House,20.092853133062242
2022-07-31 17:00:00,Haunted House,16.346033647989277
2022-07-31 18:00:00,Haunted House,18.838435481365348
2022-07-31 19:00:00,Haunted House,16.084831975803812
2022-07-31 20:00:00,Haunted House,12.727041160980056
2022-07-31 21:00:00,Haunted House,12.121806307510383
2022-07-31 22:00:00,Haunted House,19.91486985859705
2022-08-01 09:00:00,Haunted House,5.3920065965382875
2022-08-01 10:00:00,Haunted House,16.218123545567796
2022-08-01 11:00:00,Haunted House,19.2296003888242
2022-08-01 12:00:00,Haunted House,21.539786103683745
2022-08-01 13:00:00,Haunted House,20.549539283790025
2022-08-01 14:00:00,Haunted House,21.180336056425027
2022-08-01 15:00:00,Haunted House,21.697144939254212
2022-08-01 16:00:00,Haunted House,20.12384792172444
2022-08-01 17:00:00,Haunted House,16.43183431463077
2022-08-01 18:00:00,Haunted House,19.25585316229589
2022-08-01 19:00:00,Haunted House,16.384657501011034
2022-08-01 20:00:00,Haunted House,13.181572630745103
2022-08-01 21:00:00,Haunted House,11.717779860551348
2022-08-01 22:00:00,Haunted House,17.532254471968862
2022-08-02 09:00:00,Haunted House,3.950705893002971
2022-08-02 10:00:00,Haunted House,12.508338353667929
2022-08-02 11:00:00,Haunted House,15.497180335634477
2022-08-02 12:00:00,Haunted House,17.91560609727091
2022-08-02 13:00:00,Haunted House,16.672101880695454
2022-08-02 14:00:00,Haunted House,16.461563423735047
2022-08-02 15:00:00,Haunted House,17.664821283492877
2022-08-02 16:00:00,Haunted House,16.248491096327268
2022-08-02 17:00:00,Haunted House,12.472697295706825
2022-08-02 18:00:00,Haunted House,15.34696677127543
2022-08-02 19:00:00,Haunted House,12.469911696791165
2022-08-02 20:00:00,Haunted House,10.042669266508046
2022-08-02 21:00:00,Haunted House,8.571119907796467
