date_hour,ENTITY_DESCRIPTION_SHORT,pred_wait_time
2022-07-27 09:00:00,Flying Coaster,13.891105809088039
2022-07-27 10:00:00,Flying Coaster,16.967001440900546
2022-07-27 11:00:00,Flying Coaster,20.71093981930457
2022-07-27 12:00:00,Flying Coaster,29.31323737305339
2022-07-27 13:00:00,Flying Coaster,30.8711203542357
2022-07-27 14:00:00,Flying Coaster,31.776759600937314
2022-07-27 15:00:00,Flying Coaster,30.315284745925478
2022-07-27 16:00:00,Flying Coaster,25.701515368476183
2022-07-27 17:00:00,Flying Coaster,19.237448274458547
2022-07-27 18:00:00,Flying Coaster,16.19663205175709
2022-07-27 19:00:00,Flying Coaster,16.83191950763218
2022-07-27 20:00:00,Flying Coaster,13.03350048017845
2022-07-27 21:00:00,Flying Coaster,13.174512149625325
2022-07-27 22:00:00,Flying Coaster,15.786573467883375
2022-07-28 09:00:00,Flying Coaster,12.358030672468269
2022-07-28 10:00:00,Flying Coaster,14.907444604754863
2022-07-28 11:00:00,Flying Coaster,19.166108870322017
2022-07-28 12:00:00,Flying Coaster,29.208072516666018
2022-07-28 13:00:00,Flying Coaster,29.86127681470749
2022-07-28 14:00:00,Flying Coaster,31.115117966565883
2022-07-28 15:00:00,Flying Coaster,30.383428141953697
2022-07-28 16:00:00,Flying Coaster,25.280461930449633
2022-07-28 17:00:00,Flying Coaster,18.92218359992415
2022-07-28 18:00:00,Flying Coaster,15.523428554368115
2022-07-28 19:00:00,Flying Coaster,16.22049105794662
2022-07-28 20:00:00,Flying Coaster,11.595599703074779
2022-07-28 21:00:00,Flying Coaster,11.814779600047812
2022-07-28 22:00:00,Flying Coaster,15.032719335637346
2022-07-29 09:00:00,Flying Coaster,12.073675608303033
2022-07-29 10:00:00,Flying Coaster,14.745199731532916
2022-07-29 11:00:00,Flying Coaster,19.111283359282332
2022-07-29 12:00:00,Flying Coaster,29.728548776459384
2022-07-29 13:00:00,Flying Coaster,29.557730475052917
2022-07-29 14:00:00,Flying Coaster,29.663618820396188
2022-07-29 15:00:00,Flying Coaster,27.7228551760731
2022-07-29 16:00:00,Flying Coaster,23.924991892875507
2022-07-29 17:00:00,Flying Coaster,16.90606384108471
2022-07-29 18:00:00,Flying Coaster,14.243633023163877
2022-07-29 19:00:00,Flying Coaster,14.781790292774273
2022-07-29 20:00:00,Flying Coaster,11.270649896623038
2022-07-29 21:00:00,Flying Coaster,11.52085258986637
2022-07-29 22:00:00,Flying Coaster,14.931045643852979
2022-07-30 09:00:00,Flying Coaster,18.227190659176813
2022-07-30 10:00:00,Flying Coaster,22.992936624684308
2022-07-30 11:00:00,Flying Coaster,27.509675575188783
2022-07-30 12:00:00,Flying Coaster,36.891162328185885
2022-07-30 13:00:00,Flying Coaster,38.72934891735242
2022-07-30 14:00:00,Flying Coaster,41.493307772929874
2022-07-30 15:00:00,Flying Coaster,41.20711967100723
2022-07-30 16:00:00,Flying Coaster,35.591926214767525
2022-07-30 17:00:00,Flying Coaster,26.47619841667247
2022-07-30 18:00:00,Flying Coaster,23.741619042706557
2022-07-30 19:00:00,Flying Coaster,21.327320778583058
2022-07-30 20:00:00,Flying Coaster,13.30488647731862
2022-07-30 21:00:00,Flying Coaster,15.646863696470412
2022-07-30 22:00:00,Flying Coaster,21.90656424546651
2022-07-31 09:00:00,Flying Coaster,13.133371701085908
2022-07-31 10:00:00,Flying Coaster,16.25994299565058
2022-07-31 11:00:00,Flying Coaster,21.716566654441976
2022-07-31 12:00:00,Flying Coaster,29.523787259030595
2022-07-31 13:00:00,Flying Coaster,29.732915479133975
2022-07-31 14:00:00,Flying Coaster,31.05653596977916
2022-07-31 15:00:00,Flying Coaster,30.27450815293615
2022-07-31 16:00:00,Flying Coaster,25.07095685970786
2022-07-31 17:00:00,Flying Coaster,18.55671035804735
2022-07-31 18:00:00,Flying Coaster,14.934414610022207
2022-07-31 19:00:00,Flying Coaster,15.110115383158096
2022-07-31 20:00:00,Flying Coaster,11.432257460300278
2022-07-31 21:00:00,Flying Coaster,11.573269129747148
2022-07-31 22:00:00,Flying Coaster,14.983462183733753
2022-08-01 09:00:00,Flying Coaster,13.340093807790181
2022-08-01 10:00:00,Flying Coaster,15.571757722115478
2022-08-01 11:00:00,Flying Coaster,19.304970184558364
2022-08-01 12:00:00,Flying Coaster,28.703056357072914
2022-08-01 13:00:00,Flying Coaster,29.211082321903874
2022-08-01 14:00:00,Flying Coaster,29.63553416097703
2022-08-01 15:00:00,Flying Coaster,29.19002154607522
2022-08-01 16:00:00,Flying Coaster,23.928412758375803
2022-08-01 17:00:00,Flying Coaster,17.14439236949717
2022-08-01 18:00:00,Flying Coaster,14.093602401520517
2022-08-01 19:00:00,Flying Coaster,14.51159600153185
2022-08-01 20:00:00,Flying Coaster,10.614941847703356
2022-08-01 21:00:00,Flying Coaster,10.8958824777872
2022-08-01 22:00:00,Flying Coaster,14.143010851642991
2022-08-02 09:00:00,Flying Coaster,13.091252286220486
2022-08-02 10:00:00,Flying Coaster,15.391848324213182
2022-08-02 11:00:00,Flying Coaster,16.853808072032717
2022-08-02 12:00:00,Flying Coaster,22.359645640185743
2022-08-02 13:00:00,Flying Coaster,23.12532850143762
2022-08-02 14:00:00,Flying Coaster,25.459021764826396
2022-08-02 15:00:00,Flying Coaster,26.895678385995957
2022-08-02 16:00:00,Flying Coaster,22.00993435096318
2022-08-02 17:00:00,Flying Coaster,17.512881553173827
2022-08-02 18:00:00,Flying Coaster,13.811963134837496
2022-08-02 19:00:00,Flying Coaster,14.336502185735236
2022-08-02 20:00:00,Flying Coaster,10.556743513148723
2022-08-02 21:00:00,Flying Coaster,11.105996235702136
2022-08-02 22:00:00,Flying Coaster,13.8520727566308
